scenario,day,infectious,region,combo
"B · air closed, land+water open",196,0.024351040640293503,europe,air+land+water
"B · air closed, land+water open",197,0.021185405374248123,europe,air+land+water
"B · air closed, land+water open",198,0.018431302690564096,europe,air+land+water
"B · air closed, land+water open",199,0.016035233353822204,europe,air+land+water
"B · air closed, land+water open",200,0.013950653029170507,europe,air+land+water
"B · air closed, land+water open",201,0.012137068145255425,europe,air+land+water
"B · air closed, land+water open",202,0.010559249294971132,europe,air+land+water
"B · air closed, land+water open",203,0.009186546894110987,europe,air+land+water
"B · air closed, land+water open",204,0.007992295804393828,europe,air+land+water
"B · air closed, land+water open",205,0.006953297355496421,europe,air+land+water
"B · air closed, land+water open",206,0.006049368704221337,europe,air+land+water
"B · air closed, land+water open",207,0.005262950776972694,europe,air+land+water
"B · air closed, land+water open",208,0.004578767179709784,europe,air+land+water
"B · air closed, land+water open",209,0.003983527449606488,europe,air+land+water
C · air closed (air-only model),0,6955.785449794757,europe,air+land+water
C · air closed (air-only model),1,18851.8970082114,europe,air+land+water
C · air closed (air-only model),2,47455.69504232005,europe,air+land+water
C · air closed (air-only model),3,97244.49134276297,europe,air+land+water
C · air closed (air-only model),4,106867.97705039842,europe,air+land+water
C · air closed (air-only model),5,92975.14003384662,europe,air+land+water
C · air closed (air-only model),6,80888.37182944655,europe,air+land+water
C · air closed (air-only model),7,70372.8834916185,europe,air+land+water
C · air closed (air-only model),8,61224.4086377081,europe,air+land+water
C · air closed (air-only model),9,53265.235514806045,europe,air+land+water
C · air closed (air-only model),10,46340.754897881256,europe,air+land+water
C · air closed (air-only model),11,40316.45676115669,europe,air+land+water
C · air closed (air-only model),12,35075.31738220632,europe,air+land+water
C · air closed (air-only model),13,30515.526122519495,europe,air+land+water
C · air closed (air-only model),14,26548.50772659196,europe,air+land+water
C · air closed (air-only model),15,23097.201722135007,europe,air+land+water
C · air closed (air-only model),16,20094.565498257456,europe,air+land+water
C · air closed (air-only model),17,17482.271983483988,europe,air+land+water
C · air closed (air-only model),18,15209.576625631069,europe,air+land+water
C · air closed (air-only model),19,13232.33166429903,europe,air+land+water
C · air closed (air-only model),20,11512.128547940156,europe,air+land+water
C · air closed (air-only model),21,10015.551836707935,europe,air+land+water
C · air closed (air-only model),22,8713.530097935904,europe,air+land+water
C · air closed (air-only model),23,7580.771185204236,europe,air+land+water
C · air closed (air-only model),24,6595.270931127685,europe,air+land+water
C · air closed (air-only model),25,5737.885710081086,europe,air+land+water
C · air closed (air-only model),26,4991.960567770544,europe,air+land+water
C · air closed (air-only model),27,4343.005693960373,europe,air+land+water
C · air closed (air-only model),28,3778.414953745524,europe,air+land+water
C · air closed (air-only model),29,3287.2210097586058,europe,air+land+water
C · air closed (air-only model),30,2859.882278489987,europe,air+land+water
C · air closed (air-only model),31,2488.097582286289,europe,air+land+water
C · air closed (air-only model),32,2164.6448965890713,europe,air+land+water
C · air closed (air-only model),33,1883.241060032492,europe,air+land+water
C · air closed (air-only model),34,1638.419722228268,europe,air+land+water
C · air closed (air-only model),35,1425.425158338593,europe,air+land+water
C · air closed (air-only model),36,1240.119887754576,europe,air+land+water
C · air closed (air-only model),37,1078.904302346481,europe,air+land+water
C · air closed (air-only model),38,938.6467430414384,europe,air+land+water
C · air closed (air-only model),39,816.6226664460514,europe,air+land+water
C · air closed (air-only model),40,710.4617198080648,europe,air+land+water
C · air closed (air-only model),41,618.1016962330164,europe,air+land+water
C · air closed (air-only model),42,537.7484757227243,europe,air+land+water
C · air closed (air-only model),43,467.8411738787701,europe,air+land+water
C · air closed (air-only model),44,407.02182127453,europe,air+land+water
C · air closed (air-only model),45,354.1089845088411,europe,air+land+water
C · air closed (air-only model),46,308.0748165226918,europe,air+land+water
C · air closed (air-only model),47,268.02509037474186,europe,air+land+water
C · air closed (air-only model),48,233.18182862602544,europe,air+land+water
C · air closed (air-only model),49,202.86819090464212,europe,air+land+water
C · air closed (air-only model),50,176.49532608703865,europe,air+land+water
C · air closed (air-only model),51,153.55093369572361,europe,air+land+water
C · air closed (air-only model),52,133.58931231527953,europe,air+land+water
C · air closed (air-only model),53,116.2227017142932,europe,air+land+water
C · air closed (air-only model),54,101.11375049143508,europe,air+land+water
C · air closed (air-only model),55,87.96896292754852,europe,air+land+water
C · air closed (air-only model),56,76.53299774696721,europe,air+land+water
C · air closed (air-only model),57,66.58370803986148,europe,air+land+water
C · air closed (air-only model),58,57.92782599467949,europe,air+land+water
C · air closed (air-only model),59,50.397208615371156,europe,air+land+water
C · air closed (air-only model),60,43.84557149537291,europe,air+land+water
C · air closed (air-only model),61,38.14564720097443,europe,air+land+water
C · air closed (air-only model),62,33.18671306484775,europe,air+land+water
C · air closed (air-only model),63,28.872440366417543,europe,air+land+water
C · air closed (air-only model),64,25.11902311878326,europe,air+land+water
C · air closed (air-only model),65,21.853550113341438,europe,air+land+water
C · air closed (air-only model),66,19.01258859860705,europe,air+land+water
C · air closed (air-only model),67,16.540952080788134,europe,air+land+water
C · air closed (air-only model),68,14.390628310285678,europe,air+land+water
C · air closed (air-only model),69,12.519846629948539,europe,air+land+water
C · air closed (air-only model),70,10.892266568055229,europe,air+land+water
C · air closed (air-only model),71,9.476271914208048,europe,air+land+water
C · air closed (air-only model),72,8.244356565361002,europe,air+land+water
C · air closed (air-only model),73,7.172590211864072,europe,air+land+water
C · air closed (air-only model),74,6.240153484321742,europe,air+land+water
C · air closed (air-only model),75,5.428933531359916,europe,air+land+water
C · air closed (air-only model),76,4.723172172283126,europe,air+land+water
C · air closed (air-only model),77,4.10915978988632,europe,air+land+water
C · air closed (air-only model),78,3.574969017201098,europe,air+land+water
C · air closed (air-only model),79,3.1102230449649553,europe,air+land+water
C · air closed (air-only model),80,2.705894049119511,europe,air+land+water
C · air closed (air-only model),81,2.3541278227339744,europe,air+land+water
C · air closed (air-only model),82,2.0480912057785576,europe,air+land+water
C · air closed (air-only model),83,1.7818393490273452,europe,air+land+water
C · air closed (air-only model),84,1.5502002336537903,europe,air+land+water
C · air closed (air-only model),85,1.3486742032787975,europe,air+land+water
C · air closed (air-only model),86,1.1733465568525538,europe,air+land+water
C · air closed (air-only model),87,1.0208115044617219,europe,air+land+water
C · air closed (air-only model),88,0.888106008881698,europe,air+land+water
C · air closed (air-only model),89,0.7726522277270773,europe,air+land+water
C · air closed (air-only model),90,0.6722074381225572,europe,air+land+water
C · air closed (air-only model),91,0.5848204711666248,europe,air+land+water
C · air closed (air-only model),92,0.5087938099149636,europe,air+land+water
C · air closed (air-only model),93,0.4426506146260183,europe,air+land+water
C · air closed (air-only model),94,0.3851060347246359,europe,air+land+water
C · air closed (air-only model),95,0.3350422502104332,europe,air+land+water
C · air closed (air-only model),96,0.2914867576830769,europe,air+land+water
C · air closed (air-only model),97,0.25359347918427694,europe,air+land+water
C · air closed (air-only model),98,0.22062632689032094,europe,air+land+water
C · air closed (air-only model),99,0.19194490439457923,europe,air+land+water
C · air closed (air-only model),100,0.16699206682328394,europe,air+land+water
C · air closed (air-only model),101,0.14528309813625703,europe,air+land+water
C · air closed (air-only model),102,0.12639629537854363,europe,air+land+water
C · air closed (air-only model),103,0.10996477697933296,europe,air+land+water
C · air closed (air-only model),104,0.09566935597201967,europe,air+land+water
C · air closed (air-only model),105,0.08323233969565712,europe,air+land+water
C · air closed (air-only model),106,0.07241213553522169,europe,air+land+water
C · air closed (air-only model),107,0.06299855791564286,europe,air+land+water
C · air closed (air-only model),108,0.05480874538660929,europe,air+land+water
C · air closed (air-only model),109,0.04768360848635009,europe,air+land+water
C · air closed (air-only model),110,0.04148473938312457,europe,air+land+water
C · air closed (air-only model),111,0.03609172326331838,europe,air+land+water
C · air closed (air-only model),112,0.03139979923908699,europe,air+land+water
C · air closed (air-only model),113,0.027317825338005683,europe,air+land+water
C · air closed (air-only model),114,0.023766508044064945,europe,air+land+water
C · air closed (air-only model),115,0.0206768619983365,europe,air+land+water
C · air closed (air-only model),116,0.017988869938552757,europe,air+land+water
C · air closed (air-only model),117,0.015650316846540897,europe,air+land+water
C · air closed (air-only model),118,0.01361577565649058,europe,air+land+water
C · air closed (air-only model),119,0.011845724821146805,europe,air+land+water
C · air closed (air-only model),120,0.01030578059439772,europe,air+land+water
C · air closed (air-only model),121,0.008966029117126018,europe,air+land+water
C · air closed (air-only model),122,0.007800445331899635,europe,air+land+water
C · air closed (air-only model),123,0.006786387438752682,europe,air+land+water
C · air closed (air-only model),124,0.005904157071714834,europe,air+land+water
C · air closed (air-only model),125,0.005136616652391905,europe,air+land+water
C · air closed (air-only model),126,0.004468856487580958,europe,air+land+water
C · air closed (air-only model),127,0.003887905144195433,europe,air+land+water
C · air closed (air-only model),128,0.0033824774754500266,europe,air+land+water
C · air closed (air-only model),129,0.002942755403641523,europe,air+land+water
C · air closed (air-only model),130,0.002560197201168125,europe,air+land+water
C · air closed (air-only model),131,0.0022273715650162687,europe,air+land+water
C · air closed (air-only model),132,0.0019378132615641538,europe,air+land+water
C · air closed (air-only model),133,0.0016858975375608138,europe,air+land+water
C · air closed (air-only model),134,0.001466730857677908,europe,air+land+water
C · air closed (air-only model),135,0.0012760558461797798,europe,air+land+water
C · air closed (air-only model),136,0.0011101685861764083,europe,air+land+water
C · air closed (air-only model),137,0.0009658466699734753,europe,air+land+water
C · air closed (air-only model),138,0.0008402866028769235,europe,air+land+water
C · air closed (air-only model),139,0.0007310493445029235,europe,air+land+water
C · air closed (air-only model),140,0.0006360129297175434,europe,air+land+water
C · air closed (air-only model),141,0.0005533312488542628,europe,air+land+water
C · air closed (air-only model),142,0.00048139818650320867,europe,air+land+water
C · air closed (air-only model),143,0.00041881642225779153,europe,air+land+water
C · air closed (air-only model),144,0.0003643702873642786,europe,air+land+water
C · air closed (air-only model),145,0.0003170021500069224,europe,air+land+water
C · air closed (air-only model),146,0.00027579187050602247,europe,air+land+water
C · air closed (air-only model),147,0.00023993892734023954,europe,air+land+water
C · air closed (air-only model),148,0.00020874686678600842,europe,air+land+water
C · air closed (air-only model),149,0.00018160977410382732,europe,air+land+water
C · air closed (air-only model),150,0.00015800050347032976,europe,air+land+water
C · air closed (air-only model),151,0.0001374604380191869,europe,air+land+water
C · air closed (air-only model),152,0.0001195905810766926,europe,air+land+water
C · air closed (air-only model),153,0.00010404380553672255,europe,air+land+water
C · air closed (air-only model),154,9.051811081694862e-05,europe,air+land+water
C · air closed (air-only model),155,7.875075641074531e-05,europe,air+land+water
C · air closed (air-only model),156,6.851315807734841e-05,europe,air+land+water
C · air closed (air-only model),157,5.9606447527293115e-05,europe,air+land+water
C · air closed (air-only model),158,5.185760934874501e-05,europe,air+land+water
C · air closed (air-only model),159,4.511612013340816e-05,europe,air+land+water
C · air closed (air-only model),160,3.9251024516065096e-05,europe,air+land+water
C · air closed (air-only model),161,3.4148391328976635e-05,europe,air+land+water
C · air closed (air-only model),162,2.9709100456209672e-05,europe,air+land+water
C · air closed (air-only model),163,2.5846917396902415e-05,europe,air+land+water
C · air closed (air-only model),164,2.2486818135305103e-05,europe,air+land+water
C · air closed (air-only model),165,1.9563531777715438e-05,europe,air+land+water
C · air closed (air-only model),166,1.702027264661243e-05,europe,air+land+water
C · air closed (air-only model),167,1.4807637202552813e-05,europe,air+land+water
C · air closed (air-only model),168,1.2882644366220947e-05,europe,air+land+water
C · air closed (air-only model),169,1.1207900598612224e-05,europe,air+land+water
C · air closed (air-only model),170,9.750873520792635e-06,europe,air+land+water
C · air closed (air-only model),171,8.483259963089592e-06,europe,air+land+water
C · air closed (air-only model),172,7.380436167887945e-06,europe,air+land+water
C · air closed (air-only model),173,6.420979466062512e-06,europe,air+land+water
C · air closed (air-only model),174,5.586252135474385e-06,europe,air+land+water
C · air closed (air-only model),175,4.860039357862715e-06,europe,air+land+water
C · air closed (air-only model),176,4.228234241340562e-06,europe,air+land+water
C · air closed (air-only model),177,3.678563789966289e-06,europe,air+land+water
C · air closed (air-only model),178,3.2003504972706713e-06,europe,air+land+water
C · air closed (air-only model),179,2.784304932625484e-06,europe,air+land+water
C · air closed (air-only model),180,2.422345291384171e-06,europe,air+land+water
C · air closed (air-only model),181,2.107440403504229e-06,europe,air+land+water
C · air closed (air-only model),182,1.8334731510486792e-06,europe,air+land+water
C · air closed (air-only model),183,1.595121641412351e-06,europe,air+land+water
C · air closed (air-only model),184,1.3877558280287453e-06,europe,air+land+water
C · air closed (air-only model),185,1.2073475703850083e-06,europe,air+land+water
C · air closed (air-only model),186,1.0503923862349572e-06,europe,air+land+water
C · air closed (air-only model),187,9.138413760244128e-07,europe,air+land+water
C · air closed (air-only model),188,7.950419971412391e-07,europe,air+land+water
C · air closed (air-only model),189,6.916865375128781e-07,europe,air+land+water
C · air closed (air-only model),190,6.017672876362039e-07,europe,air+land+water
C · air closed (air-only model),191,5.235375402434974e-07,europe,air+land+water
C · air closed (air-only model),192,4.554776600118427e-07,europe,air+land+water
C · air closed (air-only model),193,3.962655642103032e-07,europe,air+land+water
C · air closed (air-only model),194,3.4475104086296376e-07,europe,air+land+water
C · air closed (air-only model),195,2.9993340555077844e-07,europe,air+land+water
C · air closed (air-only model),196,2.6094206282917725e-07,europe,air+land+water
C · air closed (air-only model),197,2.270195946613842e-07,europe,air+land+water
C · air closed (air-only model),198,1.9750704735540426e-07,europe,air+land+water
C · air closed (air-only model),199,1.718311311992017e-07,europe,air+land+water
C · air closed (air-only model),200,1.494930841433055e-07,europe,air+land+water
C · air closed (air-only model),201,1.3005898320467578e-07,europe,air+land+water
C · air closed (air-only model),202,1.1315131538806792e-07,europe,air+land+water
C · air closed (air-only model),203,9.844164438761909e-08,europe,air+land+water
C · air closed (air-only model),204,8.56442306172286e-08,europe,air+land+water
C · air closed (air-only model),205,7.451048063698888e-08,europe,air+land+water
C · air closed (air-only model),206,6.482411815418033e-08,europe,air+land+water
C · air closed (air-only model),207,5.6396982794136884e-08,europe,air+land+water
C · air closed (air-only model),208,4.906537503089909e-08,europe,air+land+water
C · air closed (air-only model),209,4.2686876276882203e-08,europe,air+land+water
D1 · top-10 airports by degree closed,0,6992.702427676513,europe,air+land+water
D1 · top-10 airports by degree closed,1,19434.790876232557,europe,air+land+water
D1 · top-10 airports by degree closed,2,53316.88765045297,europe,air+land+water
D1 · top-10 airports by degree closed,3,142283.2701796021,europe,air+land+water
D1 · top-10 airports by degree closed,4,358505.6098503354,europe,air+land+water
D1 · top-10 airports by degree closed,5,813843.9792168976,europe,air+land+water
D1 · top-10 airports by degree closed,6,1634245.0699210498,europe,air+land+water
D1 · top-10 airports by degree closed,7,3296158.4158639577,europe,air+land+water
D1 · top-10 airports by degree closed,8,5920144.869573929,europe,air+land+water
D1 · top-10 airports by degree closed,9,8188086.112303531,europe,air+land+water
D1 · top-10 airports by degree closed,10,11694056.404646587,europe,air+land+water
D1 · top-10 airports by degree closed,11,15596064.667193111,europe,air+land+water
D1 · top-10 airports by degree closed,12,20431861.24674546,europe,air+land+water
D1 · top-10 airports by degree closed,13,30396677.16264479,europe,air+land+water
D1 · top-10 airports by degree closed,14,49966164.66610466,europe,air+land+water
D1 · top-10 airports by degree closed,15,84341742.88971126,europe,air+land+water
D1 · top-10 airports by degree closed,16,129827023.9800745,europe,air+land+water
D1 · top-10 airports by degree closed,17,167087882.97295362,europe,air+land+water
D1 · top-10 airports by degree closed,18,195643132.6064408,europe,air+land+water
D1 · top-10 airports by degree closed,19,210843096.93417233,europe,air+land+water
D1 · top-10 airports by degree closed,20,209648466.77837366,europe,air+land+water
D1 · top-10 airports by degree closed,21,190260729.71900216,europe,air+land+water
D1 · top-10 airports by degree closed,22,166016230.61086023,europe,air+land+water
D1 · top-10 airports by degree closed,23,144751681.28280643,europe,air+land+water
D1 · top-10 airports by degree closed,24,126284374.96206568,europe,air+land+water
D1 · top-10 airports by degree closed,25,110255040.02796707,europe,air+land+water
D1 · top-10 airports by degree closed,26,96145800.7679865,europe,air+land+water
D1 · top-10 airports by degree closed,27,83705383.62031664,europe,air+land+water
D1 · top-10 airports by degree closed,28,72876961.82986826,europe,air+land+water
D1 · top-10 airports by degree closed,29,63451064.7531102,europe,air+land+water
D1 · top-10 airports by degree closed,30,55223548.832054734,europe,air+land+water
D1 · top-10 airports by degree closed,31,48061161.399153836,europe,air+land+water
D1 · top-10 airports by degree closed,32,41813918.24017227,europe,air+land+water
D1 · top-10 airports by degree closed,33,36378244.78356834,europe,air+land+water
D1 · top-10 airports by degree closed,34,31649425.605527695,europe,air+land+water
D1 · top-10 airports by degree closed,35,27535887.07442421,europe,air+land+water
D1 · top-10 airports by degree closed,36,23958168.38172926,europe,air+land+water
D1 · top-10 airports by degree closed,37,20847110.442259844,europe,air+land+water
D1 · top-10 airports by degree closed,38,18143948.621365003,europe,air+land+water
D1 · top-10 airports by degree closed,39,15790858.95867035,europe,air+land+water
D1 · top-10 airports by degree closed,40,13738461.50970617,europe,air+land+water
D1 · top-10 airports by degree closed,41,11953236.491142172,europe,air+land+water
D1 · top-10 airports by degree closed,42,10399692.143888848,europe,air+land+water
D1 · top-10 airports by degree closed,43,9047732.293250887,europe,air+land+water
D1 · top-10 airports by degree closed,44,7871527.1887598615,europe,air+land+water
D1 · top-10 airports by degree closed,45,6848228.726977406,europe,air+land+water
D1 · top-10 airports by degree closed,46,5957959.051062733,europe,air+land+water
D1 · top-10 airports by degree closed,47,5183424.42265741,europe,air+land+water
D1 · top-10 airports by degree closed,48,4509579.287986718,europe,air+land+water
D1 · top-10 airports by degree closed,49,3923334.0145079526,europe,air+land+water
D1 · top-10 airports by degree closed,50,3413300.621457625,europe,air+land+water
D1 · top-10 airports by degree closed,51,2969571.565281324,europe,air+land+water
D1 · top-10 airports by degree closed,52,2583527.282888324,europe,air+land+water
D1 · top-10 airports by degree closed,53,2247668.7542474214,europe,air+land+water
D1 · top-10 airports by degree closed,54,1955471.8318256151,europe,air+land+water
D1 · top-10 airports by degree closed,55,1701260.5071881455,europe,air+land+water
D1 · top-10 airports by degree closed,56,1480096.6529333193,europe,air+land+water
D1 · top-10 airports by degree closed,57,1287684.0981710986,europe,air+land+water
D1 · top-10 airports by degree closed,58,1120285.1741862749,europe,air+land+water
D1 · top-10 airports by degree closed,59,974648.1091631878,europe,air+land+water
D1 · top-10 airports by degree closed,60,847943.8615946088,europe,air+land+water
D1 · top-10 airports by degree closed,61,737711.1653462693,europe,air+land+water
D1 · top-10 airports by degree closed,62,641808.7188620958,europe,air+land+water
D1 · top-10 airports by degree closed,63,558373.5897720671,europe,air+land+water
D1 · top-10 airports by degree closed,64,485785.0269005087,europe,air+land+water
D1 · top-10 airports by degree closed,65,422632.9767128794,europe,air+land+water
D1 · top-10 airports by degree closed,66,367690.69262413366,europe,air+land+water
D1 · top-10 airports by degree closed,67,319890.9050967196,europe,air+land+water
D1 · top-10 airports by degree closed,68,278305.0896256122,europe,air+land+water
D1 · top-10 airports by degree closed,69,242125.4298851068,europe,air+land+water
D1 · top-10 airports by degree closed,70,210649.12566637684,europe,air+land+water
D1 · top-10 airports by degree closed,71,183264.7407830209,europe,air+land+water
D1 · top-10 airports by degree closed,72,159440.32574878237,europe,air+land+water
D1 · top-10 airports by degree closed,73,138713.08450707505,europe,air+land+water
D1 · top-10 airports by degree closed,74,120680.38448559515,europe,air+land+water
D1 · top-10 airports by degree closed,75,104991.93534376848,europe,air+land+water
D1 · top-10 airports by degree closed,76,91342.98448297482,europe,air+land+water
D1 · top-10 airports by degree closed,77,79468.39714039594,europe,air+land+water
D1 · top-10 airports by degree closed,78,69137.50607062303,europe,air+land+water
D1 · top-10 airports by degree closed,79,60149.630768620504,europe,air+land+water
D1 · top-10 airports by degree closed,80,52330.179193674514,europe,air+land+water
D1 · top-10 airports by degree closed,81,45527.25626920255,europe,air+land+water
D1 · top-10 airports by degree closed,82,39608.713277565155,europe,air+land+water
D1 · top-10 airports by degree closed,83,34459.58083353317,europe,air+land+water
D1 · top-10 airports by degree closed,84,29979.835571187137,europe,air+land+water
D1 · top-10 airports by degree closed,85,26082.45716150549,europe,air+land+water
D1 · top-10 airports by degree closed,86,22691.73791765346,europe,air+land+water
D1 · top-10 airports by degree closed,87,19741.812151573587,europe,air+land+water
D1 · top-10 airports by degree closed,88,17175.376714209757,europe,air+land+water
D1 · top-10 airports by degree closed,89,14942.577865493906,europe,air+land+water
D1 · top-10 airports by degree closed,90,13000.04285122711,europe,air+land+water
D1 · top-10 airports by degree closed,91,11310.03737495988,europe,air+land+water
D1 · top-10 airports by degree closed,92,9839.732598522472,europe,air+land+water
D1 · top-10 airports by degree closed,93,8560.567432481446,europe,air+land+water
D1 · top-10 airports by degree closed,94,7447.69372883271,europe,air+land+water
D1 · top-10 airports by degree closed,95,6479.49359864077,europe,air+land+water
D1 · top-10 airports by degree closed,96,5637.159478381727,europe,air+land+water
D1 · top-10 airports by degree closed,97,4904.3287876588765,europe,air+land+water
D1 · top-10 airports by degree closed,98,4266.7660814128485,europe,air+land+water
D1 · top-10 airports by degree closed,99,3712.086522342316,europe,air+land+water
D1 · top-10 airports by degree closed,100,3229.5153019081554,europe,air+land+water
D1 · top-10 airports by degree closed,101,2809.678336605449,europe,air+land+water
D1 · top-10 airports by degree closed,102,2444.4201737187186,europe,air+land+water
D1 · top-10 airports by degree closed,103,2126.6455693277426,europe,air+land+water
D1 · top-10 airports by degree closed,104,1850.181661171546,europe,air+land+water
D1 · top-10 airports by degree closed,105,1609.6580590391281,europe,air+land+water
D1 · top-10 airports by degree closed,106,1400.4025234085823,europe,air+land+water
D1 · top-10 airports by degree closed,107,1218.3502058624067,europe,air+land+water
D1 · top-10 airports by degree closed,108,1059.9646882482098,europe,air+land+water
D1 · top-10 airports by degree closed,109,922.1692867479712,europe,air+land+water
D1 · top-10 airports by degree closed,110,802.2872864178275,europe,air+land+water
D1 · top-10 airports by degree closed,111,697.9899452372692,europe,air+land+water
D1 · top-10 airports by degree closed,112,607.2512576315808,europe,air+land+water
D1 · top-10 airports by degree closed,113,528.308598736046,europe,air+land+water
D1 · top-10 airports by degree closed,114,459.6284849055327,europe,air+land+water
D1 · top-10 airports by degree closed,115,399.87678535758903,europe,air+land+water
D1 · top-10 airports by degree closed,116,347.89280630172834,europe,air+land+water
D1 · top-10 airports by degree closed,117,302.66674413172336,europe,air+land+water
D1 · top-10 airports by degree closed,118,263.3200697027422,europe,air+land+water
D1 · top-10 airports by degree closed,119,229.08846265231787,europe,air+land+water
D1 · top-10 airports by degree closed,120,199.30696425946917,europe,air+land+water
D1 · top-10 airports by degree closed,121,173.39706043203074,europe,air+land+water
D1 · top-10 airports by degree closed,122,150.85544390553684,europe,air+land+water
D1 · top-10 airports by degree closed,123,131.24423735617015,europe,air+land+water
D1 · top-10 airports by degree closed,124,114.18248750895626,europe,air+land+water
D1 · top-10 airports by degree closed,125,99.33876501183207,europe,air+land+water
D1 · top-10 airports by degree closed,126,86.42472632603119,europe,air+land+water
D1 · top-10 airports by degree closed,127,75.18951257067297,europe,air+land+water
D1 · top-10 airports by degree closed,128,65.41487651751407,europe,air+land+water
D1 · top-10 airports by degree closed,129,56.91094307634668,europe,air+land+water
D1 · top-10 airports by degree closed,130,49.51252091726441,europe,air+land+water
D1 · top-10 airports by degree closed,131,43.075893582006174,europe,air+land+water
D1 · top-10 airports by degree closed,132,37.47602775080217,europe,air+land+water
D1 · top-10 airports by degree closed,133,32.6041444345092,europe,air+land+water
D1 · top-10 airports by degree closed,134,28.3656059117506,europe,air+land+water
D1 · top-10 airports by degree closed,135,24.678077364212303,europe,air+land+water
D1 · top-10 airports by degree closed,136,21.469927499336926,europe,air+land+water
D1 · top-10 airports by degree closed,137,18.678837092055684,europe,air+land+water
D1 · top-10 airports by degree closed,138,16.250588416084902,europe,air+land+water
D1 · top-10 airports by degree closed,139,14.13801204914494,europe,air+land+water
D1 · top-10 airports by degree closed,140,12.300070593492814,europe,air+land+water
D1 · top-10 airports by degree closed,141,10.701061512778768,europe,air+land+water
D1 · top-10 airports by degree closed,142,9.309923600105504,europe,air+land+water
D1 · top-10 airports by degree closed,143,8.09963360523453,europe,air+land+water
D1 · top-10 airports by degree closed,144,7.046681300251155,europe,air+land+water
D1 · top-10 airports by degree closed,145,6.130612786689102,europe,air+land+water
D1 · top-10 airports by degree closed,146,5.33363317272546,europe,air+land+water
D1 · top-10 airports by degree closed,147,4.640260902337328,europe,air+land+water
D1 · top-10 airports by degree closed,148,4.037027021665457,europe,air+land+water
D1 · top-10 airports by degree closed,149,3.512213540748367,europe,air+land+water
D1 · top-10 airports by degree closed,150,3.0556258082290313,europe,air+land+water
D1 · top-10 airports by degree closed,151,2.658394477347975,europe,air+land+water
D1 · top-10 airports by degree closed,152,2.312803216355765,europe,air+land+water
D1 · top-10 airports by degree closed,153,2.0121388165705607,europe,air+land+water
D1 · top-10 airports by degree closed,154,1.7505607863870483,europe,air+land+water
D1 · top-10 airports by degree closed,155,1.5229878980632123,europe,air+land+water
D1 · top-10 airports by degree closed,156,1.3249994834239658,europe,air+land+water
D1 · top-10 airports by degree closed,157,1.1527495611225493,europe,air+land+water
D1 · top-10 airports by degree closed,158,1.0028921273572924,europe,air+land+water
D1 · top-10 airports by degree closed,159,0.8725161587946224,europe,air+land+water
D1 · top-10 airports by degree closed,160,0.759089065111583,europe,air+land+water
D1 · top-10 airports by degree closed,161,0.6604074927073911,europe,air+land+water
D1 · top-10 airports by degree closed,162,0.5745545239321108,europe,air+land+water
D1 · top-10 airports by degree closed,163,0.49986244041527217,europe,air+land+water
D1 · top-10 airports by degree closed,164,0.4348803271614795,europe,air+land+water
D1 · top-10 airports by degree closed,165,0.3783458881133428,europe,air+land+water
D1 · top-10 airports by degree closed,166,0.3291609256910079,europe,air+land+water
D1 · top-10 airports by degree closed,167,0.28637000799135925,europe,air+land+water
D1 · top-10 airports by degree closed,168,0.24914190925115953,europe,air+land+water
D1 · top-10 airports by degree closed,169,0.21675346304983828,europe,air+land+water
D1 · top-10 airports by degree closed,170,0.18857551459579164,europe,air+land+water
D1 · top-10 airports by degree closed,171,0.16406069921535413,europe,air+land+water
D1 · top-10 airports by degree closed,172,0.1427328096381088,europe,air+land+water
D1 · top-10 airports by degree closed,173,0.12417754553502425,europe,air+land+water
D1 · top-10 airports by degree closed,174,0.10803446561656133,europe,air+land+water
D1 · top-10 airports by degree closed,175,0.09398998595796343,europe,air+land+water
D1 · top-10 airports by degree closed,176,0.08177128854220395,europe,air+land+water
D1 · top-10 airports by degree closed,177,0.07114102169230313,europe,air+land+water
D1 · top-10 airports by degree closed,178,0.06189268944740186,europe,air+land+water
D1 · top-10 airports by degree closed,179,0.053846640319910086,europe,air+land+water
D1 · top-10 airports by degree closed,180,0.046846577514193986,europe,air+land+water
D1 · top-10 airports by degree closed,181,0.04075652281680672,europe,air+land+water
D1 · top-10 airports by degree closed,182,0.03545817518096511,europe,air+land+water
D1 · top-10 airports by degree closed,183,0.030848612695023578,europe,air+land+water
D1 · top-10 airports by degree closed,184,0.026838293295028327,europe,air+land+water
D1 · top-10 airports by degree closed,185,0.023349315384623794,europe,air+land+water
D1 · top-10 airports by degree closed,186,0.020313904574357347,europe,air+land+water
D1 · top-10 airports by degree closed,187,0.0176730971448626,europe,air+land+water
D1 · top-10 airports by degree closed,188,0.015375594659818331,europe,air+land+water
D1 · top-10 airports by degree closed,189,0.013376767479213734,europe,air+land+water
D1 · top-10 airports by degree closed,190,0.011637787815881262,europe,air+land+water
D1 · top-10 airports by degree closed,191,0.010124875494673353,europe,air+land+water
D1 · top-10 airports by degree closed,192,0.00880864176294014,europe,air+land+water
D1 · top-10 airports by degree closed,193,0.007663518405639903,europe,air+land+water
D1 · top-10 airports by degree closed,194,0.006667261075480557,europe,air+land+water
D1 · top-10 airports by degree closed,195,0.005800517190138844,europe,air+land+water
