scenario,day,infectious,region,combo
D1 · top-10 airports by degree closed,196,0.005046450002837556,europe,air+land+water
D1 · top-10 airports by degree closed,197,0.004390411543744736,europe,air+land+water
D1 · top-10 airports by degree closed,198,0.0038196580789883606,europe,air+land+water
D1 · top-10 airports by degree closed,199,0.0033231025599968515,europe,air+land+water
D1 · top-10 airports by degree closed,200,0.002891099254423334,europe,air+land+water
D1 · top-10 airports by degree closed,201,0.0025152563750480217,europe,air+land+water
D1 · top-10 airports by degree closed,202,0.002188273066921793,europe,air+land+water
D1 · top-10 airports by degree closed,203,0.0019037975861797907,europe,air+land+water
D1 · top-10 airports by degree closed,204,0.0016563039156081228,europe,air+land+water
D1 · top-10 airports by degree closed,205,0.0014409844201858958,europe,air+land+water
D1 · top-10 airports by degree closed,206,0.0012536564574059277,europe,air+land+water
D1 · top-10 airports by degree closed,207,0.0010906811282530133,europe,air+land+water
D1 · top-10 airports by degree closed,208,0.0009488925905543628,europe,air+land+water
D1 · top-10 airports by degree closed,209,0.0008255365615939159,europe,air+land+water
D2 · top-10 airports by betweenness closed,0,6992.702427676513,europe,air+land+water
D2 · top-10 airports by betweenness closed,1,19434.78118610156,europe,air+land+water
D2 · top-10 airports by betweenness closed,2,53316.3197279877,europe,air+land+water
D2 · top-10 airports by betweenness closed,3,142270.16322253557,europe,air+land+water
D2 · top-10 airports by betweenness closed,4,358317.3941731366,europe,air+land+water
D2 · top-10 airports by betweenness closed,5,812049.6527849508,europe,air+land+water
D2 · top-10 airports by betweenness closed,6,1623365.7270894805,europe,air+land+water
D2 · top-10 airports by betweenness closed,7,3308042.535697016,europe,air+land+water
D2 · top-10 airports by betweenness closed,8,6342001.494740579,europe,air+land+water
D2 · top-10 airports by betweenness closed,9,10845923.013266848,europe,air+land+water
D2 · top-10 airports by betweenness closed,10,20273935.55855078,europe,air+land+water
D2 · top-10 airports by betweenness closed,11,37832229.7366938,europe,air+land+water
D2 · top-10 airports by betweenness closed,12,68158231.1111935,europe,air+land+water
D2 · top-10 airports by betweenness closed,13,107112790.35937496,europe,air+land+water
D2 · top-10 airports by betweenness closed,14,138630890.78064883,europe,air+land+water
D2 · top-10 airports by betweenness closed,15,159801624.8282379,europe,air+land+water
D2 · top-10 airports by betweenness closed,16,185546944.53463778,europe,air+land+water
D2 · top-10 airports by betweenness closed,17,203262784.29027662,europe,air+land+water
D2 · top-10 airports by betweenness closed,18,203699951.65106,europe,air+land+water
D2 · top-10 airports by betweenness closed,19,188524012.2162355,europe,air+land+water
D2 · top-10 airports by betweenness closed,20,165527536.37067437,europe,air+land+water
D2 · top-10 airports by betweenness closed,21,144438628.7383269,europe,air+land+water
D2 · top-10 airports by betweenness closed,22,125990166.48849928,europe,air+land+water
D2 · top-10 airports by betweenness closed,23,109836772.33998048,europe,air+land+water
D2 · top-10 airports by betweenness closed,24,95606841.63031189,europe,air+land+water
D2 · top-10 airports by betweenness closed,25,83213075.98854923,europe,air+land+water
D2 · top-10 airports by betweenness closed,26,72446486.41190758,europe,air+land+water
D2 · top-10 airports by betweenness closed,27,63060391.677554,europe,air+land+water
D2 · top-10 airports by betweenness closed,28,54888124.0280051,europe,air+land+water
D2 · top-10 airports by betweenness closed,29,47768811.39767292,europe,air+land+water
D2 · top-10 airports by betweenness closed,30,41558997.494340956,europe,air+land+water
D2 · top-10 airports by betweenness closed,31,36156666.90641335,europe,air+land+water
D2 · top-10 airports by betweenness closed,32,31457155.16724081,europe,air+land+water
D2 · top-10 airports by betweenness closed,33,27369616.332114227,europe,air+land+water
D2 · top-10 airports by betweenness closed,34,23814972.960891917,europe,air+land+water
D2 · top-10 airports by betweenness closed,35,20725852.245255474,europe,air+land+water
D2 · top-10 airports by betweenness closed,36,18037490.97222093,europe,air+land+water
D2 · top-10 airports by betweenness closed,37,15693015.952293675,europe,air+land+water
D2 · top-10 airports by betweenness closed,38,13653680.617469823,europe,air+land+water
D2 · top-10 airports by betweenness closed,39,11879099.168643314,europe,air+land+water
D2 · top-10 airports by betweenness closed,40,10334816.357972436,europe,air+land+water
D2 · top-10 airports by betweenness closed,41,8991290.284738481,europe,air+land+water
D2 · top-10 airports by betweenness closed,42,7822422.585854411,europe,air+land+water
D2 · top-10 airports by betweenness closed,43,6805507.678555557,europe,air+land+water
D2 · top-10 airports by betweenness closed,44,5920791.703013984,europe,air+land+water
D2 · top-10 airports by betweenness closed,45,5151088.799880417,europe,air+land+water
D2 · top-10 airports by betweenness closed,46,4481447.270859183,europe,air+land+water
D2 · top-10 airports by betweenness closed,47,3898859.1380652934,europe,air+land+water
D2 · top-10 airports by betweenness closed,48,3392007.46051877,europe,air+land+water
D2 · top-10 airports by betweenness closed,49,2951046.4994269176,europe,air+land+water
D2 · top-10 airports by betweenness closed,50,2567410.4619461494,europe,air+land+water
D2 · top-10 airports by betweenness closed,51,2233647.1082368097,europe,air+land+water
D2 · top-10 airports by betweenness closed,52,1943272.9895907787,europe,air+land+water
D2 · top-10 airports by betweenness closed,53,1690647.5055964876,europe,air+land+water
D2 · top-10 airports by betweenness closed,54,1470863.3338687741,europe,air+land+water
D2 · top-10 airports by betweenness closed,55,1279651.1039114562,europe,air+land+water
D2 · top-10 airports by betweenness closed,56,1113296.4633761737,europe,air+land+water
D2 · top-10 airports by betweenness closed,57,968567.9257064766,europe,air+land+water
D2 · top-10 airports by betweenness closed,58,842654.0975874028,europe,air+land+water
D2 · top-10 airports by betweenness closed,59,733109.0668260483,europe,air+land+water
D2 · top-10 airports by betweenness closed,60,637804.8898072458,europe,air+land+water
D2 · top-10 airports by betweenness closed,61,554890.2555796929,europe,air+land+water
D2 · top-10 airports by betweenness closed,62,482754.52361064433,europe,air+land+water
D2 · top-10 airports by betweenness closed,63,419996.43663231016,europe,air+land+water
D2 · top-10 airports by betweenness closed,64,365396.9008180754,europe,air+land+water
D2 · top-10 airports by betweenness closed,65,317895.30453569803,europe,air+land+water
D2 · top-10 airports by betweenness closed,66,276568.91566249746,europe,air+land+water
D2 · top-10 airports by betweenness closed,67,240614.95724949447,europe,air+land+water
D2 · top-10 airports by betweenness closed,68,209335.01334915237,europe,air+land+water
D2 · top-10 airports by betweenness closed,69,182121.4620854616,europe,air+land+water
D2 · top-10 airports by betweenness closed,70,158445.67242487188,europe,air+land+water
D2 · top-10 airports by betweenness closed,71,137847.73536696937,europe,air+land+water
D2 · top-10 airports by betweenness closed,72,119927.53008033626,europe,air+land+water
D2 · top-10 airports by betweenness closed,73,104336.95144072529,europe,air+land+water
D2 · top-10 airports by betweenness closed,74,90773.14798925049,europe,air+land+water
D2 · top-10 airports by betweenness closed,75,78972.63895599628,europe,air+land+water
D2 · top-10 airports by betweenness closed,76,68706.19607054263,europe,air+land+water
D2 · top-10 airports by betweenness closed,77,59774.39073710909,europe,air+land+water
D2 · top-10 airports by betweenness closed,78,52003.7200769199,europe,air+land+water
D2 · top-10 airports by betweenness closed,79,45243.23658505197,europe,air+land+water
D2 · top-10 airports by betweenness closed,80,39361.61593188505,europe,air+land+water
D2 · top-10 airports by betweenness closed,81,34244.6059503564,europe,air+land+water
D2 · top-10 airports by betweenness closed,82,29792.8072548666,europe,air+land+water
D2 · top-10 airports by betweenness closed,83,25919.742379722447,europe,air+land+water
D2 · top-10 airports by betweenness closed,84,22550.17592957802,europe,air+land+water
D2 · top-10 airports by betweenness closed,85,19618.65311031454,europe,air+land+water
D2 · top-10 airports by betweenness closed,86,17068.228250902594,europe,air+land+water
D2 · top-10 airports by betweenness closed,87,14849.358617419439,europe,air+land+water
D2 · top-10 airports by betweenness closed,88,12918.942031241582,europe,air+land+water
D2 · top-10 airports by betweenness closed,89,11239.479596870195,europe,air+land+water
D2 · top-10 airports by betweenness closed,90,9778.347275137348,europe,air+land+water
D2 · top-10 airports by betweenness closed,91,8507.162151893848,europe,air+land+water
D2 · top-10 airports by betweenness closed,92,7401.231091766222,europe,air+land+water
D2 · top-10 airports by betweenness closed,93,6439.071066924095,europe,air+land+water
D2 · top-10 airports by betweenness closed,94,5601.99184310674,europe,air+land+water
D2 · top-10 airports by betweenness closed,95,4873.732916465251,europe,air+land+water
D2 · top-10 airports by betweenness closed,96,4240.147648614426,europe,air+land+water
D2 · top-10 airports by betweenness closed,97,3688.928464127218,europe,air+land+water
D2 · top-10 airports by betweenness closed,98,3209.3677723542824,europe,air+land+water
D2 · top-10 airports by betweenness closed,99,2792.1499694064632,europe,air+land+water
D2 · top-10 airports by betweenness closed,100,2429.1704798790897,europe,air+land+water
D2 · top-10 airports by betweenness closed,101,2113.3783231517145,europe,air+land+water
D2 · top-10 airports by betweenness closed,102,1838.6391460685327,europe,air+land+water
D2 · top-10 airports by betweenness closed,103,1599.616061370042,europe,air+land+water
D2 · top-10 airports by betweenness closed,104,1391.665977128322,europe,air+land+water
D2 · top-10 airports by betweenness closed,105,1210.7494033554958,europe,air+land+water
D2 · top-10 airports by betweenness closed,106,1053.351983752887,europe,air+land+water
D2 · top-10 airports by betweenness closed,107,916.4162283326139,europe,air+land+water
D2 · top-10 airports by betweenness closed,108,797.2821207982214,europe,air+land+water
D2 · top-10 airports by betweenness closed,109,693.6354469656981,europe,air+land+water
D2 · top-10 airports by betweenness closed,110,603.4628404896439,europe,air+land+water
D2 · top-10 airports by betweenness closed,111,525.0126726449355,europe,air+land+water
D2 · top-10 airports by betweenness closed,112,456.76102643668685,europe,air+land+water
D2 · top-10 airports by betweenness closed,113,397.3820940758385,europe,air+land+water
D2 · top-10 airports by betweenness closed,114,345.7224227828516,europe,air+land+water
D2 · top-10 airports by betweenness closed,115,300.77850863686547,europe,air+land+water
D2 · top-10 airports by betweenness closed,116,261.6773032244124,europe,air+land+water
D2 · top-10 airports by betweenness closed,117,227.65925442375595,europe,air+land+water
D2 · top-10 airports by betweenness closed,118,198.06355188722634,europe,air+land+water
D2 · top-10 airports by betweenness closed,119,172.31529061081875,europe,air+land+water
D2 · top-10 airports by betweenness closed,120,149.9143032397148,europe,air+land+water
D2 · top-10 airports by betweenness closed,121,130.42544417406043,europe,air+land+water
D2 · top-10 airports by betweenness closed,122,113.47013674097042,europe,air+land+water
D2 · top-10 airports by betweenness closed,123,98.71901923415328,europe,air+land+water
D2 · top-10 airports by betweenness closed,124,85.88554696836778,europe,air+land+water
D2 · top-10 airports by betweenness closed,125,74.72042606678549,europe,air+land+water
D2 · top-10 airports by betweenness closed,126,65.00677085598355,europe,air+land+water
D2 · top-10 airports by betweenness closed,127,56.55589079957703,europe,air+land+water
D2 · top-10 airports by betweenness closed,128,49.203625130469526,europe,air+land+water
D2 · top-10 airports by betweenness closed,129,42.8071539809027,europe,air+land+water
D2 · top-10 airports by betweenness closed,130,37.242224065591934,europe,air+land+water
D2 · top-10 airports by betweenness closed,131,32.40073502604807,europe,air+land+water
D2 · top-10 airports by betweenness closed,132,28.18863955013163,europe,air+land+water
D2 · top-10 airports by betweenness closed,133,24.52411647606018,europe,air+land+water
D2 · top-10 airports by betweenness closed,134,21.335981392890467,europe,air+land+water
D2 · top-10 airports by betweenness closed,135,18.562303862934222,europe,air+land+water
D2 · top-10 airports by betweenness closed,136,16.14920440525667,europe,air+land+water
D2 · top-10 airports by betweenness closed,137,14.049807871317453,europe,air+land+water
D2 · top-10 airports by betweenness closed,138,12.223332881775764,europe,air+land+water
D2 · top-10 airports by betweenness closed,139,10.63429963650874,europe,air+land+water
D2 · top-10 airports by betweenness closed,140,9.251840709325565,europe,air+land+water
D2 · top-10 airports by betweenness closed,141,8.049101439367167,europe,air+land+water
D2 · top-10 airports by betweenness closed,142,7.002718271622536,europe,air+land+water
D2 · top-10 airports by betweenness closed,143,6.092364913176693,europe,air+land+water
D2 · top-10 airports by betweenness closed,144,5.300357489145384,europe,air+land+water
D2 · top-10 airports by betweenness closed,145,4.61131102833731,europe,air+land+water
D2 · top-10 airports by betweenness closed,146,4.0118406057794775,europe,air+land+water
D2 · top-10 airports by betweenness closed,147,3.4903013367135522,europe,air+land+water
D2 · top-10 airports by betweenness closed,148,3.036562171372065,europe,air+land+water
D2 · top-10 airports by betweenness closed,149,2.6418090964331866,europe,air+land+water
D2 · top-10 airports by betweenness closed,150,2.298373920285917,europe,air+land+water
D2 · top-10 airports by betweenness closed,151,1.9995853162103934,europe,air+land+water
D2 · top-10 airports by betweenness closed,152,1.7396392299444106,europe,air+land+water
D2 · top-10 airports by betweenness closed,153,1.5134861342659853,europe,air+land+water
D2 · top-10 airports by betweenness closed,154,1.3167329404799215,europe,air+land+water
D2 · top-10 airports by betweenness closed,155,1.1455576614108893,europe,air+land+water
D2 · top-10 airports by betweenness closed,156,0.9966351682072025,europe,air+land+water
D2 · top-10 airports by betweenness closed,157,0.8670725987599298,europe,air+land+water
D2 · top-10 airports by betweenness closed,158,0.7543531630273657,europe,air+land+water
D2 · top-10 airports by betweenness closed,159,0.6562872536671904,europe,air+land+water
D2 · top-10 airports by betweenness closed,160,0.5709699122863294,europe,air+land+water
D2 · top-10 airports by betweenness closed,161,0.49674382507823345,europe,air+land+water
D2 · top-10 airports by betweenness closed,162,0.43216712902722093,europe,air+land+water
D2 · top-10 airports by betweenness closed,163,0.3759854033061817,europe,air+land+water
D2 · top-10 airports by betweenness closed,164,0.32710730179251135,europe,air+land+water
D2 · top-10 airports by betweenness closed,165,0.28458335335691615,europe,air+land+water
D2 · top-10 airports by betweenness closed,166,0.2475875181146231,europe,air+land+water
D2 · top-10 airports by betweenness closed,167,0.21540114136388808,europe,air+land+water
D2 · top-10 airports by betweenness closed,168,0.18739899351246025,europe,air+land+water
D2 · top-10 airports by betweenness closed,169,0.16303712481357224,europe,air+land+water
D2 · top-10 airports by betweenness closed,170,0.14184229898622275,europe,air+land+water
D2 · top-10 airports by betweenness closed,171,0.12340280046479696,europe,air+land+water
D2 · top-10 airports by betweenness closed,172,0.10736043670621458,europe,air+land+water
D2 · top-10 airports by betweenness closed,173,0.09340358019712913,europe,air+land+water
D2 · top-10 airports by betweenness closed,174,0.08126111500017484,europe,air+land+water
D2 · top-10 airports by betweenness closed,175,0.07069717024918684,europe,air+land+water
D2 · top-10 airports by betweenness closed,176,0.061506538290030055,europe,air+land+water
D2 · top-10 airports by betweenness closed,177,0.053510688463109427,europe,air+land+water
D2 · top-10 airports by betweenness closed,178,0.046554299094144116,europe,air+land+water
D2 · top-10 airports by betweenness closed,179,0.040502240326132796,europe,air+land+water
D2 · top-10 airports by betweenness closed,180,0.03523694918315613,europe,air+land+water
D2 · top-10 airports by betweenness closed,181,0.03065614587587861,europe,air+land+water
D2 · top-10 airports by betweenness closed,182,0.026670846987329685,europe,air+land+water
D2 · top-10 airports by betweenness closed,183,0.023203636944528545,europe,air+land+water
D2 · top-10 airports by betweenness closed,184,0.020187164198793472,europe,air+land+water
D2 · top-10 airports by betweenness closed,185,0.017562832902607375,europe,air+land+water
D2 · top-10 airports by betweenness closed,186,0.01527966466848764,europe,air+land+water
D2 · top-10 airports by betweenness closed,187,0.01329330829920014,europe,air+land+water
D2 · top-10 airports by betweenness closed,188,0.011565178253043033,europe,air+land+water
D2 · top-10 airports by betweenness closed,189,0.010061705108641576,europe,air+land+water
D2 · top-10 airports by betweenness closed,190,0.008753683469317807,europe,air+land+water
D2 · top-10 airports by betweenness closed,191,0.00761570463989057,europe,air+land+water
D2 · top-10 airports by betweenness closed,192,0.00662566305549019,europe,air+land+water
D2 · top-10 airports by betweenness closed,193,0.0057643268746260055,europe,air+land+water
D2 · top-10 airports by betweenness closed,194,0.005014964395154116,europe,air+land+water
D2 · top-10 airports by betweenness closed,195,0.0043630190361683896,europe,air+land+water
D2 · top-10 airports by betweenness closed,196,0.0037958265722448595,europe,air+land+water
D2 · top-10 airports by betweenness closed,197,0.0033023691272336623,europe,air+land+water
D2 · top-10 airports by betweenness closed,198,0.002873061148857425,europe,air+land+water
D2 · top-10 airports by betweenness closed,199,0.002499563206611337,europe,air+land+water
D2 · top-10 airports by betweenness closed,200,0.002174619995935765,europe,air+land+water
D2 · top-10 airports by betweenness closed,201,0.0018919194018460277,europe,air+land+water
D2 · top-10 airports by betweenness closed,202,0.001645969884289963,europe,air+land+water
D2 · top-10 airports by betweenness closed,203,0.0014319938034087056,europe,air+land+water
D2 · top-10 airports by betweenness closed,204,0.0012458346125133067,europe,air+land+water
D2 · top-10 airports by betweenness closed,205,0.0010838761159741679,europe,air+land+water
D2 · top-10 airports by betweenness closed,206,0.0009429722235846478,europe,air+land+water
D2 · top-10 airports by betweenness closed,207,0.0008203858368572313,europe,air+land+water
D2 · top-10 airports by betweenness closed,208,0.0007137356801010457,europe,air+land+water
D2 · top-10 airports by betweenness closed,209,0.000620950043459171,europe,air+land+water
